first_name,last_name,price,above_100
Victoria,Harmon,177.2915327,true
Lisa,Whitehead,73.77932541,
Chad,Barton,261.4782044,true
Michael,Mitchell,0.776393292,
Robert,Randall,29.10321786,
Bradley,Martin,267.5114108,true
Joshua,Burton,198.0253385,true
Monica,Simpson,85.30746482,
Rebecca,Cummings,172.9983509,true
Jennifer,Roman,179.4036754,true
Rebecca,Allen,283.0553776,true
Samantha,Scott,82.19310325,
Donna,Villegas,206.4702019,true
Christopher,Garcia,11.89135836,
Nathan,Rice,286.493476,true
Robert,Calhoun,249.4868453,true
Rachel,Rodgers,216.0408353,true
Richard,Nelson,240.7594341,true
Christopher,Roberts,245.3514521,true
Morgan,Rodriguez,32.27670638,
Zachary,Randolph,225.7887555,true
Eric,Contreras,288.3745891,true
Kristi,Rhodes,119.3859289,true
Kristina,Frey,80.25651015,
Sherry,Nixon,287.3655167,true
Natasha,Davidson,246.8218988,true
William,Miller,269.679928,true
Christopher,Sellers,94.86648822,
Michael,Graham,48.7610982,
Johns,MD,161.6038394,true
Jody,Salinas,180.1989761,true
Zachary,Elliott,159.6862194,true
Jeremy,Peters,110.9582328,true
Brian,Diaz,30.15574115,
Elizabeth,Gallegos,31.9080664,
Brian,Gibson,75.94251268,
Cathy,Baker,147.1006139,true
Smith,DVM,236.5908451,true
Mitchell,Campbell,180.9556864,true
Ryan,Powers,216.6528185,true
Andrea,Moore,38.16221484,
Zachary,Wilson,276.3569897,true
Ryan,French,62.5865192,
Wesley,Russell,278.6145834,true
Gary,Lopez,46.32122583,
Matthew,Baker,137.388376,true
Ronnie,Chavez,184.4054399,true
Travis,Mercer,112.4718597,true
Lee,Yang,255.9833911,true
Felicia,King,57.69285928,
Catherine,Smith,140.357616,true
Ronald,Villegas,224.9293361,true
Sarah,Dennis,244.4096272,true
Crystal,Blair,242.319202,true
Robert,Lynch,115.5117245,true
Emily,Tucker,51.35281128,
Darrell,Holloway,217.8399207,true
Ashley,Kent,82.97497851,
Stephanie,Peterson,185.2136091,true
Keith,Lopez,185.5249,true
Sydney,Harris,40.63858373,
Sarah,Alexander,69.9170082,
Stephanie,Scott,21.33834022,
John,Armstrong,31.11673603,
Miguel,Gibbs,65.99821493,
Amber,Hudson,236.807284,true
Kimberly,Burgess,65.40108642,
Steve,Holloway,231.4019805,true
Clayton,Santana,260.9855337,true
Christopher,Henson,210.3469533,true
Steven,Barnes,28.35577086,
Nicole,Ray,282.6651827,true
Regina,Lee,152.2753185,true
Taylor,Foster,77.92214881,
Natasha,Ali,244.8883729,true
Nicole,Lawson,93.91949481,
Diana,Hood,239.9439808,true
Pamela,Allison,247.7775261,true
Bradley,Evans,174.7647044,true
Darius,Lindsey,11.404432,
Carolyn,Miller,10.19107213,
Amanda,Ramos,29.46384147,
Michael,Ramirez,102.7129163,true
Robert,Moore,147.9886361,true
Toni,Baker,263.9045078,true
Miranda,Terry,123.1922823,true
Jenna,Richardson,218.69238,true
Danielle,Buchanan,12.44346621,
Rebecca,Allen,76.27399989,
Haley,Sanchez,230.6731978,true
Jennifer,Burns,86.31865685,
Melissa,Smith,107.0938677,true
Kevin,Brady,288.6177533,true
Stanley,DDS,57.61368388,
Sarah,Perez,262.0976711,true
Ellen,Roberts,165.6137192,true
Daniel,Jackson,30.26122058,
Mary,Fisher,298.7662435,true
Timothy,Cooper,42.23994953,
Sean,Hernandez,8.030737072,
Veronica,Adams,29.8324349,
Moody,DDS,37.18493448,
Colin,Dunlap,65.74855448,
Jason,Cooley,132.7809287,true
Harmon,MD,132.3505912,true
Raymond,Hernandez,265.2601917,true
Teresa,Johnson,134.3897391,true
Matthew,Davis,185.6319592,true
James,Herrera,185.6981003,true
Andre,Bennett,6.034738351,
Jeff,Graham,130.5617949,true
Victor,Ramirez,25.78686897,
James,Ryan,180.4020723,true
Jose,Aguilar,21.74317987,
Green,II,82.78643341,
Thomas,Jones,254.2524739,true
James,Robinson,26.11202779,
Krista,Russo,288.900487,true
Timothy,Haas,262.5959754,true
Charles,Stanley,88.00575553,
Susan,Decker,265.6109806,true
Adam,Hanson,230.7089714,true
Terry,Lynn,164.6880301,true
Eileen,Bishop,201.6260784,true
Dwayne,Spencer,80.71472691,
Lori,Mullins,77.27596366,
Kaitlyn,Lucas,155.7872997,true
Patricia,Allen,290.8798184,true
Kyle,Hamilton,155.2623932,true
Jill,Lane,140.3699805,true
Lauren,Boone,141.2986263,true
Jonathan,Love,262.7911943,true
Lisa,Smith,82.40139711,
Dawn,Burnett,183.0666754,true
Nathan,Beck,99.50296151,
Patricia,Gonzalez,230.2715343,true
Sheila,Watkins,262.2190383,true
Leon,Sharp,153.3704197,true
James,Jones,28.33170057,
Richard,May,291.9126191,true
Martin,Terry,63.13713822,
Jordan,Singleton,151.0014632,true
Sabrina,Bond,57.70643102,
Erica,Weaver,182.9458108,true
Bethany,Rodriguez,55.9226383,
Michael,Bishop,66.98717931,
John,Morrison,235.3368749,true
Emily,Robbins,271.5342031,true
Jennifer,Tate,28.15859717,
Stephanie,Miller,224.1368269,true
Kari,Jones,135.4549426,true
Steven,White,42.01380472,
Marissa,Medina,242.0194492,true
Oconnor,MD,145.9211293,true
Ashley,Gray,76.4537488,
Jessica,Vargas,5.869157416,
Katie,Larson,179.2680497,true
Jenny,Reyes,139.759219,true
Thomas,Burns,220.9181608,true
Emily,Schroeder,29.27311318,
Richard,Todd,84.81435104,
Isaac,Roach,163.9584852,true
Paul,Smith,108.5274909,true
Erik,Morris,203.6333152,true
Kelsey,Morrow,58.04051332,
Annette,Jordan,279.7477757,true
Helen,Obrien,285.1529004,true
Vanessa,Bush,187.2430362,true
Daniel,Moore,112.3867858,true
Katherine,Richmond,103.0069034,true
Ashlee,Williams,267.9744368,true
Patricia,Banks,14.9815607,
Kristen,Brooks,8.646153934,
Emily,Gonzalez,299.8494713,true
James,Lam,174.1483952,true
Bryan,Reynolds,89.4551695,
Jesse,Hill,120.5118518,true
Brandy,Adams,169.008938,true
Glenn,Cowan,0.599498051,
Gregory,Ramos,286.6784338,true
Stefanie,Carson,286.6816377,true
Kaitlin,Holland,19.87752366,
Rebecca,Mitchell,191.020344,true
Alexander,Walsh,41.71646312,
Christopher,Gomez,134.9964732,true
Amy,Ramsey,17.874826,
Frank,Anthony,235.9914924,true
Lori,Peters,191.7636538,true
Sheila,Armstrong,149.8830422,true
Arthur,Chan,104.4335124,true
Debra,Sanchez,297.0212688,true
Brett,Murphy,43.27833999,
Christopher,Walls,211.6651983,true
Sandra,Bowman,96.03417164,
Anna,Gonzalez,11.48859482,
Amy,Collier,69.217917,
Anthony,Jones,298.6007539,true
Kristin,Brown,20.19448209,
Edward,Ruiz,187.5647865,true
Margaret,Bolton,174.5153249,true
David,Olson,147.0401305,true
Connor,Reynolds,265.2789338,true
Bradley,Santana,227.6997801,true
Sheila,Newton,168.5554334,true
Teresa,Shah,101.6239193,true
Dana,Callahan,50.52947048,
Mitchell,Smith,241.323231,true
Stephanie,Watts,170.8624816,true
Brent,Hayden,233.1669139,true
Joseph,Hill,35.91581475,
David,Roberts,11.85830697,
Mark,Ramirez,13.1105752,
Maria,Gonzalez,260.9153554,true
Jessica,Lewis,77.7159283,
Ashley,Campbell,23.37817528,
Thomas,Terrell,142.9623047,true
Catherine,Williams,201.161579,true
Kelly,Snyder,145.0720916,true
Ronald,Scott,129.8596803,true
Randall,Hill,52.35347544,
Daniel,Raymond,181.9187609,true
Nicholas,Williams,150.4503842,true
Patrick,Roth,209.0529579,true
April,Madden,76.33322232,
Jessica,Harris,24.09035617,
Jared,Haney,118.0875678,true
Jamie,Harding,118.5125307,true
Randall,Hall,259.9977721,true
Luis,Hart,123.2748737,true
Wendy,Grimes,281.9905561,true
Sarah,Duran,21.03394651,
Alexandra,Harris,9.059357757,
Carol,Rose,127.7563365,true
Rachel,Walker,187.7617488,true
Caitlin,Franklin,263.5037463,true
Michael,Ramos,92.19530949,
Charles,Palmer,2.627781407,
Penny,Richards,255.4442721,true
Adam,Clark,89.16596865,
James,Turner,223.3339258,true
Brandon,Nguyen,102.3886839,true
Alexander,Bryan,30.91178884,
Sharon,Gross,281.4170425,true
Benjamin,Bonilla,110.8501643,true
Paula,Woodward,236.6853816,true
Karen,Carr,296.6228455,true
Megan,Bell,255.9803006,true
Ashley,Vance,32.46510198,
William,Fernandez,190.367423,true
Amy,Davis,129.7665878,true
Christopher,Garcia,151.1443314,true
Brian,Houston,113.4423623,true
George,Compton,44.00326281,
Noah,Gilmore,151.8729928,true
Jeff,Gonzalez,247.0727957,true
Jennifer,Nguyen,274.371899,true
Eric,Hernandez,196.4261878,true
Jonathan,Hill,78.97923659,
Kayla,Porter,149.9248442,true
Melissa,Davenport,143.690402,true
Diane,Martin,82.78471873,
Kendra,Mckinney,153.3320407,true
Sarah,Perez,282.8912648,true
Stephanie,Delgado,258.3992223,true
Randy,Williams,81.28386961,
Amy,Carroll,71.3472375,
Yolanda,Lee,170.6483859,true
Nicole,Moore,191.8882257,true
Elizabeth,Davis,255.3948678,true
Sarah,Johnson,243.4794231,true
Jared,Walker,115.31378,true
Miranda,Hardin,162.9481205,true
Courtney,Hurst,39.86172345,
Brooke,Cook,180.3757566,true
Brenda,Jackson,112.5014744,true
Paul,Thomas,123.6546875,true
Jennifer,Acevedo,40.3540795,
Sarah,Mason,253.8629646,true
Christopher,Alexander,26.18282609,
Wanda,Douglas,102.9922626,true
Beth,Carter,83.98169128,
Jennifer,Walker,170.0301242,true
Rachel,Jones,231.3332955,true
Wanda,Miller,137.274944,true
Derek,Garner,200.6690595,true
Christina,Allen,172.7675788,true
Karen,Warner,146.7479359,true
Alisha,Henderson,258.3883839,true
Gregory,Perkins,38.17957663,
Ryan,Thompson,191.9675092,true
James,Caldwell,245.4447437,true
Robert,Gregory,211.5653631,true
Tom,Bell,223.245748,true
David,Farmer,167.9756509,true
Melanie,Smith,33.41901265,
Michael,Ryan,41.90111282,
Atkins,DVM,50.12989235,
Timothy,Phillips,60.63177629,
Brent,Maddox,174.7894413,true
Micheal,Price,99.40916648,
Kimberly,Fox,75.29031179,
Briana,Sanchez,191.3637927,true
Justin,Roth,63.26537976,
Michael,Perez,48.76077328,
Edward,Manning,158.9234209,true
Lauren,Scott,115.9221252,true
Kevin,Vargas,167.4878662,true
Patrick,Snyder,135.0453943,true
Connor,Navarro,93.74528605,
Robert,Wilcox,138.780924,true
Lauren,Evans,156.5033762,true
Christopher,Garza,288.7422467,true
Thomas,Pena,16.62662679,
Kelly,Young,296.0984744,true
Erin,Vance,105.2330032,true
Catherine,Nguyen,32.31777016,
Jeremy,Wong,124.4458699,true
Robert,Fitzgerald,46.92950136,
Elizabeth,Jennings,29.46426982,
James,Cobb,71.52647558,
Lori,Mcbride,10.23351352,
Daniel,Hobbs,70.98225058,
William,Moses,30.74661667,
Michael,Francis,32.28598424,
Kevin,Chapman,134.061487,true
Mark,Allen,177.349129,true
Lauren,Fisher,101.353741,true
Matthew,Wilkinson,233.2713066,true
Chad,Hanson,276.8335688,true
Cynthia,Atkins,111.312648,true
Meyer,DDS,219.0542366,true
Dixon,Jr.,168.0884898,true
Wanda,Dunn,129.7399417,true
Sarah,Chang,172.0045886,true
Matthew,Lee,107.3259428,true
Nichole,Ellis,77.70976176,
Derek,Adams,153.9316382,true
Sara,Tran,180.1610515,true
Gary,Jones,263.6305882,true
Julie,Robbins,180.9502903,true
Mark,King,281.226683,true
Mark,Sharp,127.8966888,true
Bianca,Jones,86.71330828,
Melanie,Johnson,248.8382773,true
Carly,Young,134.5651897,true
Elizabeth,Martin,148.6698077,true
Nicole,Rogers,82.95469821,
Mary,Jackson,119.6187558,true
Renee,Carney,65.33904499,
Gregory,Wheeler,168.6421913,true
Thomas,Vargas,199.7015259,true
Justin,Mcguire,160.6161769,true
Shawn,Hamilton,81.28868068,
Robert,Mercer,123.5275035,true
Sean,Gonzalez,141.2344653,true
Steven,Powell,7.945673813,
Alexander,Jones,264.995856,true
Jeff,Smith,6.12140005,
Alison,Morris,23.83451483,
Douglas,Kemp,138.1517055,true
April,Martinez,283.1555515,true
Allison,Alvarez,227.2866331,true
Cheyenne,Richards,270.5970023,true
Meghan,Lynch,75.6325927,
David,Gomez,30.73722001,
Adam,Lee,266.0506834,true
Michael,Parsons,270.2354087,true
Stephen,Bennett,163.5792146,true
Jose,Lyons,96.12639818,
Samantha,Cantrell,175.7545202,true
Glenda,Carlson,32.76261139,
Glenn,Thornton,78.20738876,
Tanya,Ward,50.83125368,
Matthew,Wright,131.8286787,true
Doris,Jackson,137.7995619,true
Jose,Clark,261.062353,true
Amber,Cabrera,142.0125422,true
Travis,Valdez,57.5389366,
Deborah,Smith,117.1826793,true
Carmen,Murillo,135.9012344,true
Justin,Long,296.3328396,true
Meghan,Clark,203.1394597,true
Hall,DDS,153.1597541,true
Thomas,Barnett,274.2180919,true
Cathy,Hall,118.6398903,true
Robert,Keith,216.7924806,true
Claudia,Lawson,79.90562522,
Gabriel,Hall,21.22090616,
Chelsea,Cunningham,156.0483089,true
Anthony,Jackson,9.029249741,
Deanna,Taylor,130.8159347,true
Teresa,Miller,48.06894839,
Joseph,Oconnor,90.56989023,
Michael,Simmons,246.6452741,true
Kimberly,Martinez,269.7800069,true
Lori,Serrano,139.6916121,true
Richard,Wilkins,87.76455915,
Rhonda,Mills,155.0753087,true
Jessica,Robinson,242.9194094,true
Anita,Velez,90.80704331,
Brittany,Bauer,150.847608,true
James,Hernandez,199.8448181,true
James,Bishop,110.2536015,true
Joseph,Chase,239.2186448,true
Lisa,Flores,256.0596954,true
Matthew,Hayes,293.0747004,true
Michelle,Norton,217.4378183,true
Alyssa,Phillips,270.0372546,true
Heather,Mendoza,281.8209247,true
Lisa,Quinn,5.820093319,
Joe,Le,146.4288046,true
Heather,Valenzuela,45.09060062,
Herman,MD,101.1666687,true
Luke,Saunders,245.3573393,true
Lisa,Bailey,155.4871918,true
Ryan,Kelly,172.5605435,true
Julie,White,48.52261349,
Travis,Bowman,31.52316101,
Kelsey,Mccann,171.0049096,true
Elizabeth,Brewer,159.7550694,true
Deborah,Valencia,140.1469565,true
Joseph,Barry,66.72941941,
James,Holmes,208.5365427,true
Samantha,Stephenson,214.7712873,true
Michelle,Holt,162.3118935,true
Gardner,DDS,133.7689666,true
Emily,Goodman,104.2020989,true
April,Allen,212.7030844,true
Omar,Nelson,142.1237487,true
Deborah,Cherry,122.8714103,true
Shane,Ford,128.2253422,true
Allison,Moore,287.0397494,true
Chad,Mendoza,128.7230831,true
Adam,Reyes,210.660893,true
Donna,Olson,237.3154639,true
Robert,Wilkerson,18.44882541,
Michael,Mack,44.310175,
Matthew,Woodward,230.3623855,true
Hannah,Sparks,75.75588754,
Rebecca,Guzman,266.1974194,true
Chad,Gonzalez,21.71014184,
Gina,Lawson,209.6483845,true
Erin,Dawson,109.5227016,true
John,Hunter,147.0547345,true
Dwayne,Nguyen,44.0068408,
Nicole,Floyd,37.11677495,
Gina,Morton,8.316165245,
Blair,MD,146.4314388,true
Mark,Mccarty,92.92142229,
Alicia,Fleming,167.1786107,true
Tara,Brennan,74.42711352,
Sherry,Perez,67.13586315,
Michael,Cervantes,50.97141938,
Tyler,Faulkner,201.4060949,true
Andrew,Martinez,171.875415,true
James,Young,288.0396797,true
Joanna,Stanley,131.1020174,true
Christina,Mosley,174.5518188,true
French,III,161.7104109,true
Michael,Lee,279.106942,true
Lewis,MD,296.8118486,true
Melanie,Acosta,273.3364583,true
Ian,Riley,212.3977786,true
Jennifer,Gay,248.8920142,true
Andrew,Herring,11.73839127,
Lauren,Green,129.6571971,true
Dawn,Duffy,54.28240155,
Timothy,Ho,229.0065048,true
Ashley,Mendez,112.3633537,true
James,Bond,213.8404014,true
Cody,Horn,280.4287316,true
Emily,Bass,2.267674839,
Julia,Boyd,54.69341531,
Anna,Lee,206.5289609,true
Amy,Wood,31.03991579,
Patrick,Elliott,232.4798838,true
Michelle,Miles,104.3063511,true
Jenny,Martin,28.45901277,
Taylor,Carter,186.6762771,true
Nicholas,Steele,187.8096434,true
Bonnie,Reed,257.6894148,true
Tonya,Carter,65.05790903,
Allison,Patterson,274.882558,true
Gabriel,Cooper,200.1558758,true
Cindy,Ward,68.85641269,
Brooke,Owens,149.2059461,true
Matthew,Blake,4.06458047,
Krystal,Jackson,67.38695805,
Eric,Phelps,240.8897161,true
Samuel,Cook,172.1054695,true
Pamela,Stein,199.0978775,true
Allison,Brown,33.29299156,
Taylor,Williams,13.62390908,
Laura,Carroll,261.6022136,true
Connor,Robinson,245.8554383,true
Shelby,Johnson,240.0443296,true
Andrew,Mora,18.60199734,
Ethan,Pacheco,259.0365461,true
Jeremy,Webb,98.31405644,
Damon,Garrett,244.8654683,true
Kimberly,Stanley,175.0957212,true
Bryce,Grant,17.15408329,
Bethany,Woods,272.5716629,true
Emily,Frye,66.17386403,
Barry,Sullivan,258.7525531,true
Jeremiah,Ayala,163.5453042,true
Holly,Johnson,296.6791256,true
Teresa,Molina,286.516233,true
Sarah,Taylor,265.8694817,true
Kimberly,Howard,85.43939931,
Kimberly,Little,264.8900668,true
Nancy,Hart,207.2431681,true
Nicole,Perkins,165.0090561,true
Brandon,Olson,222.4152627,true
Richard,Bush,77.53704513,
Bryan,Evans,192.6410081,true
Monica,Watson,3.361441343,
Curtis,Fleming,274.30965,true
Crystal,Sosa,216.8617671,true
Eugene,Morris,202.5620068,true
Logan,Bailey,288.6314867,true
Brandi,Bauer,132.9215194,true
Jasmine,Walters,268.1388358,true
Luke,Allison,187.8207039,true
Christopher,Brooks,57.81340573,
Vanessa,Riley,180.4069737,true
Scott,Young,99.92058008,
Thomas,May,203.6202471,true
Pam,Villegas,179.0291469,true
Amy,Sims,114.9768422,true
Zachary,Graham,141.835196,true
James,Chan,243.2899217,true
Felicia,Archer,138.4473659,true
Kimberly,Brady,288.7460477,true
Terri,Perez,19.14837929,
Jonathan,Barker,5.657865331,
Courtney,Brooks,149.494119,true
Gabriel,Lowe,93.90576332,
Christopher,White,66.60014486,
Sandra,Murphy,95.58251089,
Jessica,Krueger,10.90841176,
Jonathon,Burns,249.3961932,true
Mary,Miller,273.9394908,true
Colin,Rodriguez,180.2598848,true
Joshua,Rice,146.685027,true
Gregory,Cruz,110.0635889,true
Rivera,MD,291.240185,true
Larsen,MD,7.576754464,
Troy,Byrd,36.73825253,
Matthew,Rogers,185.3667095,true
Sandra,Steele,214.8657394,true
Lucas,Price,106.1210278,true
Faith,Scott,188.2647735,true
James,Fox,282.4344141,true
Lisa,Summers,155.0512496,true
Raymond,Perry,275.8859259,true
Edward,Little,162.4717521,true
Nicole,Casey,144.9653271,true
Christopher,Hansen,265.1736476,true
John,Mays,120.530065,true
Monique,Marshall,63.9607675,
David,Fernandez,17.63676685,
Jo,Smith,202.3095996,true
Larry,Carlson,278.092605,true
Sherry,Scott,67.58767704,
Jennifer,Harris,268.8755967,true
Nicolas,Singleton,9.659905481,
Adams,DVM,52.22049871,
James,Kirby,224.191157,true
Ronald,Jones,270.5086503,true
Amy,Mcdonald,297.9773801,true
Kimberly,Matthews,55.12712205,
Paul,Floyd,74.01318559,
Steve,Brown,182.0323787,true
David,Shaw,83.65951376,
Patricia,Hamilton,123.409219,true
Christopher,Erickson,59.07931353,
Mackenzie,Hill,6.620988423,
Charles,Pham,97.96401358,
Tony,King,18.27327773,
Edward,James,92.87861731,
Colleen,Lee,63.10044603,
Bethany,Floyd,86.42994032,
Carol,Schroeder,33.69227955,
Bonnie,Peterson,297.4653224,true
Michael,Anderson,256.3898121,true
Sheri,Dorsey,189.7981441,true
Mendoza,PhD,91.07261796,
Douglas,Watson,274.4787465,true
Ronald,Ward,57.77908919,
Kenneth,Villarreal,274.2187269,true
Tiffany,Robinson,228.7978951,true
Patrick,Swanson,161.2557332,true
Jocelyn,Rogers,24.17428437,
Danny,Perez,182.255044,true
Rachel,Gregory,265.0416523,true
Scott,Welch,231.8302149,true
Adam,Jackson,232.9420717,true
Kyle,Novak,12.08319607,
Matthew,Allen,168.4554827,true
Shannon,Allen,172.2771141,true
Whitney,Harris,58.43100673,
Scott,Morrison,180.7621217,true
Jessica,Schmidt,261.6986671,true
Kristi,Taylor,271.1229328,true
Joan,Garcia,287.3891521,true
Shane,Evans,277.5094559,true
Jody,Fox,154.8859173,true
Shawn,Jacobs,132.7802032,true
Heather,Ray,113.0976257,true
Mary,Aguirre,112.6553767,true
Scott,Williams,80.32818684,
Ryan,Cole,248.4882669,true
Melody,Savage,114.3904753,true
Lori,Reese,97.72751844,
Nina,Parker,25.48969257,
Tamara,Taylor,123.1774351,true
Mark,Salinas,65.60168668,
Thomas,Blankenship,132.7947467,true
Traci,Rice,286.0928823,true
Angela,Cox,42.33721435,
Janet,Young,13.80917322,
Francisco,Johnston,112.1605744,true
William,Russell,264.6237189,true
Alexander,Harrington,149.1436898,true
Mendoza,MD,93.99806835,
Christine,Lee,213.6602036,true
Michelle,Johnson,175.7431073,true
Kelsey,Nelson,236.7676413,true
Diane,Thompson,89.95575753,
Tara,Smith,278.1214905,true
Marcus,Santiago,116.1191313,true
Laura,Bean,33.82522532,
Michelle,Navarro,246.3117979,true
Lisa,Good,76.55786256,
Miranda,Knapp,129.5066529,true
Christopher,Smith,166.1434114,true
Victoria,Miller,273.4850231,true
Sarah,Hogan,213.8475987,true
Dawn,Robertson,48.79191224,
William,Jenkins,113.0602911,true
Pam,Thompson,173.7231638,true
Stephen,Berry,42.77281935,
Mark,Young,282.6498589,true
Anthony,Valdez,185.3727205,true
Elizabeth,Salinas,154.2643569,true
Michael,Robinson,182.4719536,true
Gregory,Buck,96.18391441,
Sydney,Alexander,219.3532551,true
Janet,Rubio,204.4810593,true
Thomas,Ferguson,256.3043923,true
Vincent,Leblanc,94.02821568,
Justin,Martinez,47.48296529,
Rhonda,Adams,116.7325872,true
Lisa,Martin,183.7259618,true
David,Medina,280.9491886,true
Karen,Mckee,44.78343428,
Lisa,Cantrell,19.21140291,
Anna,Guzman,124.8230491,true
Carroll,DDS,51.93399201,
Erin,Garcia,74.56574506,
Jennifer,Scott,158.6927265,true
Jacqueline,Robinson,190.5709325,true
Bridget,Santos,169.3812148,true
Candace,Soto,19.6729944,
Felicia,Myers,38.15792611,
Grace,Adams,58.41307704,
Micheal,Wong,10.75000843,
Jordan,Knight,119.9985057,true
Justin,Wright,142.132241,true
James,Holt,115.368229,true
Anthony,Cooke,270.5319155,true
Jennifer,Jacobson,55.44015055,
Geoffrey,Franklin,140.2803006,true
Rodney,Lozano,243.3479219,true
Darlene,Lewis,135.1626097,true
Robin,Barry,286.1402134,true
Morgan,Garcia,133.5790703,true
Michael,Rivas,71.92008045,
Ellen,Branch,185.5703941,true
Kathleen,Castro,20.39892737,
Donald,Wallace,53.65062447,
Alexandra,Haynes,260.7602147,true
Stacy,Carrillo,188.6885584,true
Jennifer,Henry,24.06993431,
Daniel,Mathis,116.0820882,true
Tyler,West,254.4736617,true
Michael,Waller,170.976742,true
Christopher,Graham,126.9283868,true
Mark,Hernandez,80.48163941,
Kathy,Edwards,82.26788496,
Huber,II,213.8107444,true
Tracey,Garcia,136.7308142,true
Stephanie,Underwood,69.43177519,
Shane,Williams,281.8903101,true
Joseph,Reed,42.3818884,
Elizabeth,Martin,140.0494611,true
David,Martin,221.0429141,true
Stephanie,Arnold,181.2768702,true
Rebecca,Richardson,4.380505829,
Danielle,Johnson,105.6723996,true
Jose,Howe,158.2429468,true
Robert,Robinson,170.8627456,true
Danny,Hart,70.48423297,
Robin,Booth,34.2572087,
Kristin,Perry,20.68151609,
Matthew,Peterson,192.7404829,true
Jodi,Griffin,278.9346536,true
Miguel,Lopez,128.0211065,true
Shelly,Gross,184.5451242,true
Candace,Lopez,54.07631389,
Ronald,Williams,153.3547677,true
Marcia,Morgan,120.5057825,true
Erica,Campbell,100.2705845,true
Anna,Green,240.628503,true
Kimberly,Howell,207.2217108,true
Michelle,Hamilton,57.90941988,
Tami,Ferguson,225.8070777,true
Cynthia,Santana,166.3523842,true
Seth,Johnston,110.2678595,true
Alexis,Reynolds,211.4734105,true
Elizabeth,Schneider,33.96428539,
Jerry,Padilla,279.7193526,true
Martin,Miles,290.6226139,true
Karen,Williams,290.9160996,true
Amy,Barnes,165.9279066,true
Christopher,West,137.4731704,true
Kirsten,Cole,41.93668355,
Jane,Cunningham,118.3754226,true
Leonard,Hess,35.82037483,
Adam,Rhodes,13.3526083,
Derek,Richardson,95.67655498,
Sarah,Faulkner,168.6353496,true
Steven,Fuller,106.339314,true
Cheyenne,Ruiz,127.1035458,true
Rachel,Romero,285.2024857,true
Greg,Baker,177.1691724,true
Ivan,Nixon,286.6165676,true
Tonya,Gonzalez,243.4519443,true
Alan,Perez,150.2335151,true
Edwin,Wilson,193.8749928,true
Micheal,Burgess,137.9824708,true
Zachary,Miller,171.0839156,true
Scott,Moreno,111.0238035,true
George,Young,72.09372191,
Charles,Taylor,135.5468061,true
Mario,Browning,173.4239245,true
Sandra,Hayes,131.195396,true
Timothy,Perkins,250.939116,true
Christine,Lopez,214.0564056,true
Julia,Morton,240.2050847,true
Gabriel,Hamilton,126.5568206,true
Zachary,Santos,146.4956654,true
Christina,Patton,148.6627083,true
John,Brandt,283.4653076,true
Joseph,Gonzalez,20.55745007,
Kim,Townsend,129.0360445,true
Ethan,Valenzuela,54.05378344,
Nathan,Leon,254.2959365,true
Kathleen,Hayes,226.5866588,true
Craig,Garcia,154.669493,true
Jeremiah,Griffin,95.90167374,
Emily,Parsons,213.6395341,true
Paul,Kennedy,12.86805538,
Theresa,Lynch,275.5059689,true
David,Wells,182.491882,true
Joshua,Davis,52.95831084,
Amy,Powers,40.64783276,
Kimberly,Miller,189.5888109,true
Debbie,Harvey,104.9806237,true
James,Martin,64.25213501,
Scott,Saunders,273.2318059,true
Smith,MD,215.6096045,true
Lee,DDS,101.3250417,true
Benjamin,Evans,57.97902796,
Samantha,Lynch,289.1184179,true
Jeffery,Russell,135.9650655,true
Megan,Roberts,237.9306276,true
Rachel,Hernandez,125.9323584,true
Lisa,Ramirez,189.2702383,true
Alyssa,Hammond,188.5826264,true
Anthony,Gibson,100.7962623,true
Roger,Quinn,88.61484447,
Henry,DVM,293.6931305,true
Cynthia,Burnett,48.84605107,
Kathryn,Watts,281.4384173,true
Roger,Fletcher,287.9695812,true
Rebecca,Arias,259.8985263,true
Jacob,Smith,45.28220468,
Anthony,Kennedy,200.1178956,true
Cynthia,Peck,124.81253,true
Maria,Vaughn,40.28677595,
Kylie,Chen,10.25185301,
Anthony,Martin,263.6454049,true
Carolyn,Hudson,292.6001775,true
Harold,Willis,176.7584552,true
Debbie,Taylor,267.577994,true
Jasmine,Lopez,126.6484521,true
Ashley,Holmes,274.3411375,true
Stacy,Pearson,208.0071389,true
Evelyn,Smith,59.67639555,
Monica,Taylor,256.8216598,true
Sarah,Marshall,217.5918139,true
Patrick,Thomas,151.2961737,true
Angela,Young,71.41377769,
Tristan,Davies,201.9895075,true
Eileen,Turner,278.2459109,true
Sarah,Adkins,222.718064,true
Emily,Barnes,156.6536251,true
Whitney,Smith,220.2269414,true
Lisa,Gibson,98.80753923,
Emily,Gutierrez,131.7540865,true
Richard,Jenkins,191.6075196,true
Jonathan,Patel,265.5429717,true
Michael,Proctor,86.00378207,
Shelby,Miller,209.91584,true
Carl,Ramirez,26.82463486,
Barry,Mitchell,217.6013085,true
Jesus,Smith,166.5777504,true
John,Boyle,279.314556,true
Amy,Gould,235.9403717,true
Brian,Brooks,234.6960542,true
Greg,Gardner,2.231223544,
Toni,Hull,168.2574631,true
Danielle,Mcdowell,275.3173727,true
Robert,Young,121.0799413,true
Brandy,Hawkins,52.52555635,
Anna,Scott,47.65262849,
Matthew,Jones,35.79214523,
Stephen,Cummings,208.3516472,true
